,county,median_income,temp,total_population,elev_in_ft
1212,"Isabella County, Michigan",39377,62.1,64394,826.7186311787073
1213,"Jackson County, Michigan",46326,64.7,160366,981.115834218916
1214,"Kalamazoo County, Michigan",47476,65.9,261670,860.7022900763359
1215,"Kalkaska County, Michigan",40534,59.4,17939,1081.2936046511627
1216,"Kent County, Michigan",53063,63.8,657974,743.5300520586843
1217,"Keweenaw County, Michigan",37813,59.6,2046,713.1413043478261
1218,"Lake County, Michigan",30439,60.5,12096,897.4972826086956
1219,"Lapeer County, Michigan",52996,64.0,88619,857.0656167979002
1220,"Leelanau County, Michigan",56189,61.1,22301,669.7950450450451
1221,"Lenawee County, Michigan",48043,65.9,99423,833.2425742574258
1222,"Livingston County, Michigan",75204,64.2,193866,921.8563535911602
1223,"Luce County, Michigan",37088,57.2,5339,755.743935309973
1224,"Mackinac County, Michigan",38434,58.3,10834,649.7777777777778
1225,"Macomb County, Michigan",54582,66.2,881217,637.5816655907037
1226,"Manistee County, Michigan",41395,61.3,25032,706.4471544715448
1227,"Marquette County, Michigan",45409,57.6,66017,1138.825460368295
1228,"Mason County, Michigan",42024,61.7,29052,662.359375
1229,"Mecosta County, Michigan",41889,60.9,39714,982.007874015748
1230,"Menominee County, Michigan",40373,59.0,23502,722.8201438848921
1231,"Midland County, Michigan",54059,63.1,83494,650.2523020257827
1232,"Missaukee County, Michigan",41098,59.4,15052,1214.3059701492537
1233,"Monroe County, Michigan",55653,67.0,154809,621.3197916666667
1234,"Montcalm County, Michigan",41584,62.4,66614,876.9760479041917
1235,"Montmorency County, Michigan",36250,58.6,9153,967.4895833333334
1236,"Muskegon County, Michigan",42829,63.9,175824,642.7271739130434
1237,"Newaygo County, Michigan",43693,61.7,49978,846.7540983606557
1238,"Oakland County, Michigan",67465,64.7,1274395,864.5222222222222
1239,"Oceana County, Michigan",41617,62.3,26659,727.2452830188679
1240,"Ogemaw County, Michigan",36063,60.2,20770,942.8119266055046
1241,"Ontonagon County, Michigan",34459,58.3,5816,1055.6045751633987
1242,"Osceola County, Michigan",38999,59.7,22891,1145.6064814814815
1243,"Oscoda County, Michigan",33021,59.0,8219,1085.259842519685
1244,"Otsego County, Michigan",48917,57.7,25091,1243.6040100250627
1245,"Ottawa County, Michigan",58989,64.9,296200,641.521897810219
1246,"Presque Isle County, Michigan",41213,59.0,12982,707.0979899497487
1247,"Roscommon County, Michigan",35133,59.9,23459,1166.3933933933934
1248,"Saginaw County, Michigan",43042,63.9,190124,615.2008620689655
1249,"Sanilac County, Michigan",41100,63.4,40611,754.289707750953
1250,"Schoolcraft County, Michigan",34118,58.2,8047,702.7667844522969
1251,"Shiawassee County, Michigan",48233,64.3,68094,790.5882352941177
1252,"Tuscola County, Michigan",43768,63.3,53323,714.9986149584488
1253,"Van Buren County, Michigan",46008,66.2,75587,722.2764423076923
1254,"Washtenaw County, Michigan",61003,64.7,372258,846.6465256797583
1255,"Wayne County, Michigan",41210,66.6,1793561,626.4630855397148
1256,"Wexford County, Michigan",41534,59.7,33673,1175.1256038647343
1257,"Aitkin County, Minnesota",42252,59.8,15697,1256.1580502215656
1258,"Anoka County, Minnesota",70873,63.5,363887,896.7347188264059
1259,"Becker County, Minnesota",52038,61.6,35183,1426.6828729281767
1260,"Beltrami County, Minnesota",44757,59.9,46228,1321.8416988416989
1261,"Benton County, Minnesota",52178,62.7,41379,1088.2654867256638
1262,"Big Stone County, Minnesota",47794,64.6,5166,1083.8352490421455
1263,"Blue Earth County, Minnesota",50061,64.2,69112,966.7148514851484
1264,"Brown County, Minnesota",52598,65.0,25912,984.639344262295
1265,"Carlton County, Minnesota",53227,58.8,36207,1154.780991735537
1266,"Carver County, Minnesota",86323,63.8,106922,944.2530120481928
1267,"Cass County, Minnesota",46531,60.5,30066,1332.484511517077
1268,"Chippewa County, Minnesota",50858,64.9,12598,1018.5855855855856
1269,"Chisago County, Minnesota",71001,62.2,56621,897.2704714640198
1270,"Clay County, Minnesota",57965,63.4,65318,1016.1541095890412
1271,"Clearwater County, Minnesota",43421,60.2,8524,1450.281596452328
1272,"Cook County, Minnesota",52299,56.2,5600,1548.683110367893
1273,"Cottonwood County, Minnesota",46750,64.9,11517,1371.595918367347
1274,"Crow Wing County, Minnesota",49435,61.3,66123,1237.059787849566
1275,"Dakota County, Minnesota",75567,64.1,439882,910.2664640324216
1276,"Dodge County, Minnesota",68116,62.3,20867,1242.9832402234638
1277,"Douglas County, Minnesota",54531,62.6,39006,1375.71992481203
1278,"Faribault County, Minnesota",47540,64.4,13921,1112.03591160221
1279,"Fillmore County, Minnesota",51665,61.4,21228,1122.1377952755906
1280,"Freeborn County, Minnesota",47105,63.8,30895,1250.578154425612
1281,"Goodhue County, Minnesota",57062,62.6,47582,932.7546848381602
1282,"Grant County, Minnesota",50174,63.5,6074,1166.3008849557525
1283,"Hennepin County, Minnesota",65834,64.2,1281565,888.7950288184438
1284,"Houston County, Minnesota",53809,63.6,18843,883.3774038461538
1285,"Hubbard County, Minnesota",47486,60.6,21344,1426.0039682539682
1286,"Isanti County, Minnesota",59865,62.5,41135,949.0355191256832
1287,"Itasca County, Minnesota",47761,58.8,45014,1346.4044811320755
1288,"Jackson County, Minnesota",50574,64.8,9989,1417.8703703703704
1289,"Kanabec County, Minnesota",47384,60.9,16032,1044.5068493150684
1290,"Kandiyohi County, Minnesota",52632,63.6,43732,1164.3008547008546
1291,"Kittson County, Minnesota",52326,62.1,4207,893.761329305136
1292,"Koochiching County, Minnesota",42919,59.7,12062,1183.5690476190475
1293,"Lac qui Parle County, Minnesota",49903,65.4,6719,1067.090909090909
1294,"Lake County, Minnesota",48417,56.4,10905,1442.53750966744
1295,"Lake of the Woods County, Minnesota",42263,60.5,3763,1106.5524475524476
1296,"Le Sueur County, Minnesota",60632,63.4,28674,998.9080717488788
1297,"Lincoln County, Minnesota",49575,64.0,5640,1688.3691588785048
1298,"Lyon County, Minnesota",51600,65.1,25269,1292.1866295264624
1299,"McLeod County, Minnesota",56128,63.5,36771,1038.5247747747749
1300,"Mahnomen County, Minnesota",41118,61.3,5411,1358.265560165975
1301,"Marshall County, Minnesota",54092,61.5,9040,1005.3775100401606
1302,"Martin County, Minnesota",51391,64.8,20025,1200.2794871794872
1303,"Meeker County, Minnesota",55042,63.2,23400,1120.1514143094842
1304,"Mille Lacs County, Minnesota",49094,61.6,26459,1166.0346534653463
1305,"Morrison County, Minnesota",50049,62.0,34010,1205.6693163751988
1306,"Mower County, Minnesota",49427,62.9,40029,1259.3096446700508
1307,"Murray County, Minnesota",51983,64.2,8179,1578.6819672131148
1308,"Nicollet County, Minnesota",58640,64.2,34454,931.7712895377128
1309,"Nobles County, Minnesota",50625,64.1,22290,1585.716814159292
1310,"Norman County, Minnesota",50377,62.9,6441,984.8117283950618
1311,"Olmsted County, Minnesota",68023,62.1,162847,1097.9759615384614
1312,"Otter Tail County, Minnesota",52365,62.4,60081,1337.5722183828611
1313,"Pennington County, Minnesota",47127,61.1,13992,1129.9739130434782
1314,"Pine County, Minnesota",44549,59.8,28876,1033.6316614420064
1315,"Pipestone County, Minnesota",46990,64.1,9424,1680.6100917431193
1316,"Polk County, Minnesota",53326,62.2,31192,1056.1795154185022
1317,"Pope County, Minnesota",52785,63.3,11308,1267.404761904762
1318,"Ramsey County, Minnesota",56104,64.4,552352,902.6263157894736
1319,"Red Lake County, Minnesota",50332,61.4,3935,1070.16149068323
1320,"Redwood County, Minnesota",47211,64.9,15425,1056.285403050109
1321,"Renville County, Minnesota",52149,64.5,14723,1047.641826923077
1322,"Rice County, Minnesota",59598,63.0,67097,1047.240157480315
1323,"Rock County, Minnesota",51496,64.7,9704,1500.1851851851852
1324,"Roseau County, Minnesota",53199,60.8,15331,1085.3730569948186
1325,"Scott County, Minnesota",87794,64.1,150928,893.364705882353
1326,"Sherburne County, Minnesota",74170,63.2,97183,959.0
1327,"Sibley County, Minnesota",56990,63.9,14836,986.6700336700336
1328,"Stearns County, Minnesota",56336,62.9,158292,1146.2790697674418
1329,"Steele County, Minnesota",57858,63.0,37406,1203.4024024024025
1330,"Stevens County, Minnesota",52302,64.1,9671,1130.8110236220473
1331,"Swift County, Minnesota",49035,64.5,9838,1063.055072463768
1332,"Todd County, Minnesota",46414,62.1,25262,1304.846570397112
1333,"Traverse County, Minnesota",49186,64.0,3360,1027.8068669527895
1334,"Wabasha County, Minnesota",56510,62.7,21387,857.7739361702128
1335,"Wadena County, Minnesota",41906,61.5,14065,1339.8588235294117
1336,"Waseca County, Minnesota",53564,63.3,18968,1113.9644268774705
1337,"Washington County, Minnesota",83706,64.0,267568,893.0014164305949
1338,"Watonwan County, Minnesota",50604,65.1,11253,1085.164
1339,"Wilkin County, Minnesota",51476,63.7,6506,995.0829875518672
1340,"Winona County, Minnesota",50547,63.1,49671,857.7101694915254
1341,"Wright County, Minnesota",73557,63.4,141337,990.7263427109974
1342,"Yellow Medicine County, Minnesota",53041,65.2,9528,1081.7466307277627
1343,"Adams County, Mississippi",28869,75.9,29538,183.59927797833936
1344,"Alcorn County, Mississippi",36163,72.5,34740,483.8779527559056
1345,"Amite County, Mississippi",30704,75.8,12720,347.9337837837838
1346,"Attala County, Mississippi",32886,74.9,17889,415.2466216216216
1347,"Benton County, Mississippi",33141,72.4,7646,495.58126721763085
1348,"Bolivar County, Mississippi",27585,74.6,30985,139.4496551724138
1349,"Calhoun County, Mississippi",31098,75.0,13266,331.6997245179064
1350,"Carroll County, Mississippi",37289,75.9,9998,299.2712643678161
1351,"Chickasaw County, Mississippi",30926,74.7,17106,346.25526932084307
1352,"Choctaw County, Mississippi",30692,74.5,8246,475.95726495726495
1353,"Claiborne County, Mississippi",23259,75.8,9135,173.6870026525199
1354,"Clarke County, Mississippi",35993,74.8,15615,305.4535104364326
1355,"Clay County, Mississippi",31669,74.6,18636,244.44375
1356,"Coahoma County, Mississippi",28851,74.7,21390,164.92816635160682
1357,"Copiah County, Mississippi",35130,75.5,28368,346.0411622276029
1358,"Covington County, Mississippi",31631,75.5,18340,329.26184538653365
1359,"Forrest County, Mississippi",36416,75.7,78158,201.25331369661268
1360,"Franklin County, Mississippi",38170,75.7,7675,299.17676767676767
1361,"George County, Mississippi",44258,75.8,24350,145.85639686684073
1362,"Greene County, Mississippi",40176,75.7,13530,137.13963963963965
1363,"Grenada County, Mississippi",31779,75.6,21629,235.81142857142856
1364,"Hancock County, Mississippi",43355,76.7,46053,36.34770889487871
1365,"Harrison County, Mississippi",41722,76.2,208621,36.91451292246521
1366,"Hinds County, Mississippi",37324,75.4,227742,297.7310924369748
1367,"Holmes County, Mississippi",20732,76.1,17000,239.02673796791444
1368,"Humphreys County, Mississippi",23216,76.5,7785,105.43561643835616
1369,"Issaquena County, Mississippi",23491,75.6,1338,94.10928961748634
1370,"Itawamba County, Mississippi",35004,73.4,23863,382.73979591836735
1371,"Jackson County, Mississippi",48406,76.7,143252,23.158252427184465
1372,"Jasper County, Mississippi",31578,74.7,16367,393.5665722379603
1373,"Jefferson County, Mississippi",20743,75.7,7260,232.2614942528736
1374,"Jefferson Davis County, Mississippi",26279,75.6,11321,396.64039408867
1375,"Jones County, Mississippi",37143,75.6,67246,259.5289575289575
1376,"Kemper County, Mississippi",30056,73.8,8988,368.82748538011697
1377,"Lafayette County, Mississippi",44643,74.0,55813,394.56013179571664
1378,"Lamar County, Mississippi",52035,75.9,64222,304.4536585365853
1379,"Lauderdale County, Mississippi",38132,74.2,72984,385.85087719298247
1380,"Lawrence County, Mississippi",35634,75.9,12016,284.9157894736842
1381,"Leake County, Mississippi",33452,74.3,21275,404.10290827740494
1382,"Lee County, Mississippi",42784,74.2,83343,335.26646706586826
1383,"Leflore County, Mississippi",24233,76.4,28339,125.13475177304964
1384,"Lincoln County, Mississippi",36473,75.6,34907,438.7538860103627
1385,"Lowndes County, Mississippi",40239,74.2,58879,211.8849557522124
1386,"Madison County, Mississippi",64376,75.3,109145,288.45915492957744
1387,"Marion County, Mississippi",30668,76.4,24441,216.3819095477387
1388,"Marshall County, Mississippi",37419,73.0,33752,457.087890625
1389,"Monroe County, Mississippi",36783,74.2,34180,267.425431711146
1390,"Montgomery County, Mississippi",30146,75.4,9822,376.9368421052632
1391,"Neshoba County, Mississippi",35645,73.6,29087,483.5279069767442
1392,"Newton County, Mississippi",37045,74.0,21291,443.1850220264317
1393,"Noxubee County, Mississippi",26677,74.0,10285,234.77105263157893
1394,"Oktibbeha County, Mississippi",32485,74.3,51788,322.09224318658283
1395,"Panola County, Mississippi",36555,74.3,33208,297.5659340659341
1396,"Pearl River County, Mississippi",40976,76.4,56145,156.72402044293014
1397,"Perry County, Mississippi",34045,75.6,11511,152.0873786407767
1398,"Pike County, Mississippi",31677,76.1,40324,362.61252446183954
1399,"Pontotoc County, Mississippi",40645,74.3,31184,417.2525
1400,"Prentiss County, Mississippi",32945,73.2,25008,456.3094059405941
1401,"Quitman County, Mississippi",24583,74.9,6176,158.7086092715232
1402,"Rankin County, Mississippi",58801,74.8,157031,358.0874524714829
1403,"Scott County, Mississippi",32935,74.2,27990,435.95674300254456
1404,"Sharkey County, Mississippi",30525,75.9,3800,97.60804020100502
1405,"Simpson County, Mississippi",35375,75.1,25949,378.4854111405836
1406,"Smith County, Mississippi",32951,74.8,14209,411.1708542713568
1407,"Stone County, Mississippi",45025,75.6,18333,182.62241887905608
1408,"Sunflower County, Mississippi",27384,75.8,25971,123.49743589743588
1409,"Tallahatchie County, Mississippi",29731,75.5,12715,190.46361746361745
1410,"Tate County, Mississippi",42880,73.8,28064,311.0025974025974
1411,"Tippah County, Mississippi",35609,72.6,21815,513.9585687382297
1412,"Tishomingo County, Mississippi",35143,72.7,18850,508.0256
1413,"Tunica County, Mississippi",31211,74.5,9782,185.13720316622693
1414,"Union County, Mississippi",35865,73.7,27777,421.8138957816377
1415,"Walthall County, Mississippi",31384,76.2,13884,337.3411214953271
1416,"Warren County, Mississippi",41121,75.7,44722,167.98007246376812
1417,"Washington County, Mississippi",29144,75.4,44922,116.8169014084507
1418,"Wayne County, Mississippi",32557,75.4,19779,242.56822810590631
1419,"Webster County, Mississippi",34448,74.9,9926,418.6615384615384
1420,"Wilkinson County, Mississippi",29931,75.9,8587,200.13519813519807
1421,"Winston County, Mississippi",33202,73.7,17714,487.13392857142856
1422,"Yalobusha County, Mississippi",36502,74.8,12481,322.2857142857143
1423,"Yazoo County, Mississippi",28961,76.0,26743,185.9306260575296
1424,"Adair County, Missouri",37516,70.5,25314,895.9871794871794
1425,"Andrew County, Missouri",55613,70.4,18135,984.3051470588236
1426,"Atchison County, Missouri",43933,69.7,5305,990.2164502164502
1427,"Audrain County, Missouri",41310,71.2,24962,792.8962765957447
1428,"Barry County, Missouri",39033,71.9,34534,1266.8532883642497
1429,"Barton County, Missouri",37467,73.4,11637,947.5313531353136
1430,"Bates County, Missouri",41060,72.6,16042,828.6735112936345
1431,"Benton County, Missouri",33042,72.0,19394,814.2566735112937
1432,"Bollinger County, Missouri",39707,71.0,10567,557.5346320346321
1433,"Boone County, Missouri",49899,72.2,183610,752.1360123647604
1434,"Buchanan County, Missouri",46315,70.8,84793,935.2057416267944
1435,"Butler County, Missouri",35738,71.9,42130,375.7636655948553
1436,"Caldwell County, Missouri",43691,70.1,8815,898.9641434262949
1437,"Callaway County, Missouri",47744,72.0,44283,754.2519561815336
1438,"Camden County, Missouri",44816,72.3,42745,804.3267175572519
1439,"Cape Girardeau County, Missouri",46050,71.6,81710,451.16438356164383
1440,"Carroll County, Missouri",42415,70.9,8495,742.7528868360278
1441,"Carter County, Missouri",33034,71.0,5202,617.2314049586777
1442,"Cass County, Missouri",61584,72.1,107824,927.2338129496404
1443,"Cedar County, Missouri",31532,72.7,14188,901.1779661016948
1444,"Chariton County, Missouri",40642,71.4,7408,702.4640198511166
1445,"Christian County, Missouri",53270,71.4,88842,1238.5158150851582
1446,"Clark County, Missouri",43883,70.1,6634,641.5121951219512
1447,"Clay County, Missouri",62099,71.7,253335,878.785401459854
1448,"Clinton County, Missouri",54773,70.4,21184,978.9488188976378
1449,"Cole County, Missouri",53088,72.7,77279,692.4037940379404
1450,"Cooper County, Missouri",44549,72.2,17103,724.8935574229691
1451,"Crawford County, Missouri",36743,70.0,23056,887.9777158774373
1452,"Dade County, Missouri",37035,72.7,7569,1012.0877742946708
1453,"Dallas County, Missouri",38062,71.6,17071,1053.5702479338845
1454,"Daviess County, Missouri",41642,70.2,8430,873.3273381294964
1455,"Dent County, Missouri",36831,70.1,14421,1129.1021775544389
1456,"Douglas County, Missouri",30508,71.5,11578,1075.7124802527646
1457,"Dunklin County, Missouri",31077,73.1,28283,271.2776617954071
1458,"Franklin County, Missouri",48480,70.8,104682,659.9651035986914
1459,"Gasconade County, Missouri",42826,70.8,14794,748.9445628997868
1460,"Gentry County, Missouri",41912,70.2,6162,942.0705882352942
1461,"Greene County, Missouri",41227,71.6,298915,1239.468613138686
1462,"Grundy County, Missouri",37656,69.9,9808,843.6112759643917
1463,"Harrison County, Missouri",39301,69.8,8157,959.6825
1464,"Henry County, Missouri",42181,72.2,21946,791.7439293598234
1465,"Hickory County, Missouri",32122,71.9,8279,926.4956521739132
1466,"Holt County, Missouri",42500,70.7,4223,937.7490196078433
1467,"Howard County, Missouri",44820,72.0,10151,705.8980263157895
1468,"Howell County, Missouri",32784,72.3,39750,1026.8266199649738
1469,"Iron County, Missouri",36239,69.4,9537,1008.961813842482
1470,"Jackson County, Missouri",46869,72.1,717204,912.270284793122
